timestamp,point_name,class_name,box_size_mm,camera_width,camera_height,pixel_u,pixel_v,confidence,actual_x_mm,actual_y_mm,actual_z_mm,actual_rx_deg,actual_ry_deg,actual_rz_deg,handeye_x_mm,handeye_y_mm,handeye_z_mm,tcp,note
2026-09-22T18:17:48+09:00,left_top,tomato,70,640,480,235.121735,136.476463,0.853814,293.402435,-194.909790,277.950409,146.450333,-175.728241,146.503906,,,,,
2026-09-22T18:18:50+09:00,left_center,tomato,70,640,480,218.758858,224.057693,0.951875,479.968445,-223.812958,277.212158,177.418610,-171.011230,176.455261,,,,,
2026-09-22T18:21:12+09:00,left_bottom,tomato,70,640,480,211.018219,316.772003,0.979377,675.700439,-238.883881,274.444885,17.488970,173.677460,8.721244,,,,,
2026-09-22T18:22:13+09:00,center_top,tomato,70,640,480,316.809967,132.338791,0.971600,298.059418,-18.157286,272.230682,153.907150,-177.835663,151.940475,,,,,
2026-09-22T18:22:46+09:00,center,tomato,70,640,480,313.080688,224.545570,0.977567,523.076233,-30.083284,276.955200,14.190537,-176.951309,12.362093,,,,,
2026-09-22T18:23:23+09:00,center_bottom,tomato,70,640,480,308.493744,327.671021,0.972666,709.140930,-47.560543,283.619415,158.863358,-177.084824,158.145477,,,,,
2026-09-22T18:24:08+09:00,right_top,tomato,70,640,480,412.529419,133.946072,0.964704,313.742554,189.879013,274.833405,172.571747,-179.285187,174.902939,,,,,
2026-09-22T18:24:43+09:00,right_center,tomato,70,640,480,424.846939,219.371475,0.910826,505.078613,195.150192,269.905182,3.652989,178.472733,6.014548,,,,,
2026-09-22T18:25:39+09:00,right_bottom,tomato,70,640,480,431.187653,330.826538,0.973198,707.107422,179.413773,276.787628,11.637573,170.194382,11.129313,,,,,
